Typical,1,1,0,0,0,0,0,8,12,1013,80,5.700000270735472,39.45,-74.567,18
Typical,1,1,1,0,0,0,0,8,12,1013,80,4.600000218488276,39.45,-74.567,18
Typical,1,1,2,0,0,0,0,9,11,1013,89,3.100000147242099,39.45,-74.567,18
Typical,1,1,3,0,0,0,0,8,9,1014,93,3.6000001709908247,39.45,-74.567,18
Typical,1,1,4,0,0,0,0,8,8,1013,100,2.1000000997446477,39.45,-74.567,18
Typical,1,1,5,0,0,0,0,-6,0,1016,66,4.10000019473955,39.45,-74.567,18
Typical,1,1,6,0,0,0,0,-5,0,1016,66,3.90000018524006,39.45,-74.567,18
Typical,1,1,7,0,0,0,0,-5,0,1016,67,3.800000180490315,39.45,-74.567,18
Typical,1,1,8,0,0,0,0,-5,0,1016,67,3.6000001709908247,39.45,-74.567,18
Typical,1,1,9,0,0,0,0,-5,0,1016,67,3.6000001709908247,39.45,-74.567,18
Typical,1,1,10,0,0,0,0,-5,0,1016,67,3.6000001709908247,39.45,-74.567,18
Typical,1,1,11,0,0,0,0,-5,0,1016,67,3.6000001709908247,39.45,-74.567,18
Typical,1,1,12,0,11,2,11,-5,0,1016,66,3.800000180490315,39.45,-74.567,18
Typical,1,1,13,0,64,1,65,-5,0,1016,65,3.90000018524006,39.45,-74.567,18
Typical,1,1,14,0,115,1,115,-5,0,1016,64,4.10000019473955,39.45,-74.567,18
Typical,1,1,15,0,176,9,180,-4,1,1014,66,3.90000018524006,39.45,-74.567,18
Typical,1,1,16,0,239,10,244,-3,1,1013,68,3.800000180490315,39.45,-74.567,18
Typical,1,1,17,0,204,7,207,-3,1,1012,70,3.6000001709908247,39.45,-74.567,18
Typical,1,1,18,0,157,4,159,-2,1,1011,73,3.4000001614913344,39.45,-74.567,18
Typical,1,1,19,0,139,2,140,-2,1,1010,76,3.3000001567415893,39.45,-74.567,18
Typical,1,1,20,0,76,2,76,-2,1,1010,79,3.100000147242099,39.45,-74.567,18
Typical,1,1,21,0,22,0,22,-1,0,1009,82,2.8000001329928637,39.45,-74.567,18
Typical,1,1,22,0,0,0,0,-1,0,1009,86,2.400000113993883,39.45,-74.567,18
Typical,1,1,23,0,0,0,0,-1,0,1008,89,2.1000000997446477,39.45,-74.567,18
Typical,1,2,0,0,0,0,0,-1,0,1007,89,2.1000000997446477,39.45,-74.567,18
Typical,1,2,1,0,0,0,0,-1,0,1006,89,2.1000000997446477,39.45,-74.567,18
Typical,1,2,2,0,0,0,0,-1,0,1005,89,2.1000000997446477,39.45,-74.567,18
Typical,1,2,3,0,0,0,0,-1,0,1004,90,2.1000000997446477,39.45,-74.567,18
Typical,1,2,4,0,0,0,0,-1,0,1003,91,2.1000000997446477,39.45,-74.567,18
Typical,1,2,5,0,0,0,0,-1,0,1003,92,2.1000000997446477,39.45,-74.567,18
Typical,1,2,6,0,0,0,0,0,0,1003,92,2.6000001234933734,39.45,-74.567,18
Typical,1,2,7,0,0,0,0,0,0,1003,92,3.100000147242099,39.45,-74.567,18
Typical,1,2,8,0,0,0,0,-1,0,1003,92,3.6000001709908247,39.45,-74.567,18
Typical,1,2,9,0,0,0,0,-1,0,1004,87,4.800000227987766,39.45,-74.567,18
Typical,1,2,10,0,0,0,0,-2,0,1004,83,6.000000284984708,39.45,-74.567,18
Typical,1,2,11,0,0,0,0,-3,0,1005,78,7.200000341981649,39.45,-74.567,18
Typical,1,2,12,0,18,72,25,-5,-1,1006,73,9.100000432226807,39.45,-74.567,18
Typical,1,2,13,0,73,235,116,-6,-1,1007,68,11.000000522471964,39.45,-74.567,18
Typical,1,2,14,0,57,730,285,-7,-1,1008,63,12.900000612717122,39.45,-74.567,18
Typical,1,2,15,0,145,411,313,-7,-1,1008,59,12.200000579468906,39.45,-74.567,18
Typical,1,2,16,0,101,705,423,-8,0,1008,56,11.50000054622069,39.45,-74.567,18
Typical,1,2,17,0,115,605,392,-8,0,1009,52,10.800000512972474,39.45,-74.567,18
Typical,1,2,18,0,115,517,327,-9,0,1009,50,9.900000470224768,39.45,-74.567,18
Typical,1,2,19,0,98,475,250,-10,0,1009,49,9.100000432226807,39.45,-74.567,18
Typical,1,2,20,0,40,551,144,-11,-1,1010,47,8.2000003894791,39.45,-74.567,18
Typical,1,2,21,0,18,150,32,-10,-2,1010,51,6.700000318232924,39.45,-74.567,18
Typical,1,2,22,0,0,0,0,-10,-3,1011,56,5.100000242237002,39.45,-74.567,18
Typical,1,2,23,0,0,0,0,-10,-3,1011,60,3.6000001709908247,39.45,-74.567,18
Typical,1,3,0,0,0,0,0,-9,-4,1011,65,3.4000001614913344,39.45,-74.567,18
Typical,1,3,1,0,0,0,0,-8,-4,1011,70,3.3000001567415893,39.45,-74.567,18
Typical,1,3,2,0,0,0,0,-8,-4,1012,75,3.100000147242099,39.45,-74.567,18
Typical,1,3,3,0,0,0,0,-9,-4,1012,68,3.6000001709908247,39.45,-74.567,18
Typical,1,3,4,0,0,0,0,-10,-3,1012,62,4.10000019473955,39.45,-74.567,18
Typical,1,3,5,0,0,0,0,-11,-3,1012,55,4.600000218488276,39.45,-74.567,18
Typical,1,3,6,0,0,0,0,-11,-4,1013,57,5.500000261235982,39.45,-74.567,18
Typical,1,3,7,0,0,0,0,-11,-4,1013,58,6.300000299233943,39.45,-74.567,18
Typical,1,3,8,0,0,0,0,-12,-5,1014,60,7.200000341981649,39.45,-74.567,18
Typical,1,3,9,0,0,0,0,-12,-6,1015,61,5.800000275485218,39.45,-74.567,18
Typical,1,3,10,0,0,0,0,-13,-7,1016,61,4.500000213738531,39.45,-74.567,18
Typical,1,3,11,0,0,0,0,-13,-7,1017,62,3.100000147242099,39.45,-74.567,18
Typical,1,3,12,0,12,201,30,-13,-6,1018,58,4.600000218488276,39.45,-74.567,18
Typical,1,3,13,0,28,631,143,-13,-5,1018,54,6.200000294484198,39.45,-74.567,18
Typical,1,3,14,0,38,816,294,-13,-5,1019,50,7.700000365730375,39.45,-74.567,18
Typical,1,3,15,0,46,879,404,-13,-3,1018,47,8.600000408478081,39.45,-74.567,18
Typical,1,3,16,0,86,734,422,-12,-2,1018,44,9.400000446476042,39.45,-74.567,18
Typical,1,3,17,0,55,850,446,-12,0,1017,41,10.300000489223748,39.45,-74.567,18
Typical,1,3,18,0,55,739,360,-12,-1,1018,41,9.300000441726297,39.45,-74.567,18
Typical,1,3,19,0,55,645,263,-13,-2,1018,42,8.2000003894791,39.45,-74.567,18
Typical,1,3,20,0,46,410,125,-14,-3,1019,42,7.200000341981649,39.45,-74.567,18
Typical,1,3,21,0,14,214,34,-14,-4,1020,45,6.700000318232924,39.45,-74.567,18
Typical,1,3,22,0,0,0,0,-14,-5,1022,49,6.200000294484198,39.45,-74.567,18
