Typical,1,1,0,0,0,0,0,-9,1,1007,41,3.000000142492354,42.15,-72.717,83
Typical,1,1,1,0,0,0,0,-6,1,1006,55,5.100000242237002,42.15,-72.717,83
Typical,1,1,2,0,0,0,0,-5,0,1006,58,4.800000227987766,42.15,-72.717,83
Typical,1,1,3,0,0,0,0,-5,0,1005,61,4.500000213738531,42.15,-72.717,83
Typical,1,1,4,0,0,0,0,-4,0,1005,63,4.2000001994892955,42.15,-72.717,83
Typical,1,1,5,0,0,0,0,-4,5,1005,50,10.800000512972474,42.15,-72.717,83
Typical,1,1,6,0,0,0,0,-7,4,1007,42,6.700000318232924,42.15,-72.717,83
Typical,1,1,7,0,0,0,0,-7,3,1008,45,8.2000003894791,42.15,-72.717,83
Typical,1,1,8,0,0,0,0,-7,2,1009,48,7.200000341981649,42.15,-72.717,83
Typical,1,1,9,0,0,0,0,-7,2,1010,48,4.10000019473955,42.15,-72.717,83
Typical,1,1,10,0,0,0,0,-7,2,1011,48,4.600000218488276,42.15,-72.717,83
Typical,1,1,11,0,0,0,0,-7,2,1011,48,6.700000318232924,42.15,-72.717,83
Typical,1,1,12,0,3,12,3,-6,3,1013,49,5.700000270735472,42.15,-72.717,83
Typical,1,1,13,0,72,41,79,-6,3,1014,49,5.100000242237002,42.15,-72.717,83
Typical,1,1,14,0,127,182,180,-6,3,1014,49,6.200000294484198,42.15,-72.717,83
Typical,1,1,15,0,64,0,64,-5,3,1014,53,5.100000242237002,42.15,-72.717,83
Typical,1,1,16,0,67,0,67,-6,4,1014,45,5.700000270735472,42.15,-72.717,83
Typical,1,1,17,0,173,466,365,-5,4,1014,49,6.200000294484198,42.15,-72.717,83
Typical,1,1,18,0,105,566,310,-5,4,1014,49,6.700000318232924,42.15,-72.717,83
Typical,1,1,19,0,69,598,230,-5,3,1014,53,6.200000294484198,42.15,-72.717,83
Typical,1,1,20,0,44,379,97,-5,3,1015,53,4.600000218488276,42.15,-72.717,83
Typical,1,1,21,0,0,0,0,-4,2,1015,62,2.1000000997446477,42.15,-72.717,83
